Nom Commune;Code Postale
RENNES;35238

Annee;Prixm2moyen;prixMoyen;Surface moy;nbMaisonVe;nbAppartVend
2018;2887.78;186453.0;65.1383;505;3407
2019;3134.01;207234.0;66.563;567;3364
2020;3556.48;235472.0;66.6961;509;2995
2021;3902.85;256903.0;66.675;552;3402

Commune Voisine;Code Postale
BETTON;35024
CESSON-SEVIGNE;35051
CHANTEPIE;35055
MONTGERMONT;35189
NOYAL-CHATILLON-SUR-SEICHE;35206
PACE;35210
LE RHEU;35240
SAINT-GREGOIRE;35278
SAINT-JACQUES-DE-LA-LANDE;35281
VEZIN-LE-COQUET;35353

Gare;Marchandise;Voyageur
LA POTERIE;Non;Oui
RENNES;Oui;Oui
PONTCHAILLOU;Non;Oui
